500.000000	20.000000	0.034522
600.000000	20.000000	0.033548
700.000000	20.000000	0.032961
800.000000	20.000000	0.032579
900.000000	20.000000	0.032318
1000.000000	20.000000	0.032131
1100.000000	20.000000	0.031992
1200.000000	20.000000	0.031887
1300.000000	20.000000	0.031805
1400.000000	20.000000	0.031740
1500.000000	20.000000	0.031687
1600.000000	20.000000	0.031644
1700.000000	20.000000	0.031609
1800.000000	20.000000	0.031579
1900.000000	20.000000	0.031554
2000.000000	20.000000	0.031532
2100.000000	20.000000	0.031514
2200.000000	20.000000	0.031498
2300.000000	20.000000	0.031484
2400.000000	20.000000	0.031471
2500.000000	20.000000	0.031461
2600.000000	20.000000	0.031451
2700.000000	20.000000	0.031442
2800.000000	20.000000	0.031435
2900.000000	20.000000	0.031428
3000.000000	20.000000	0.031422
3100.000000	20.000000	0.031416
3200.000000	20.000000	0.031411
3300.000000	20.000000	0.031406
3400.000000	20.000000	0.031402
3500.000000	20.000000	0.031398
3600.000000	20.000000	0.031394
3700.000000	20.000000	0.031391
3800.000000	20.000000	0.031388
3900.000000	20.000000	0.031385
4000.000000	20.000000	0.031383
4100.000000	20.000000	0.031380
4200.000000	20.000000	0.031378
4300.000000	20.000000	0.031376
4400.000000	20.000000	0.031374
4500.000000	20.000000	0.031372
4600.000000	20.000000	0.031371
4700.000000	20.000000	0.031369
4800.000000	20.000000	0.031367
4900.000000	20.000000	0.031366
5000.000000	20.000000	0.031365
500.000000	30.000000	0.021072
600.000000	30.000000	0.018907
700.000000	30.000000	0.017580
800.000000	30.000000	0.016725
900.000000	30.000000	0.016141
1000.000000	30.000000	0.015719
1100.000000	30.000000	0.015408
1200.000000	30.000000	0.015172
1300.000000	30.000000	0.014987
1400.000000	30.000000	0.014841
1500.000000	30.000000	0.014723
1600.000000	30.000000	0.014627
1700.000000	30.000000	0.014547
1800.000000	30.000000	0.014480
1900.000000	30.000000	0.014423
2000.000000	30.000000	0.014374
2100.000000	30.000000	0.014333
2200.000000	30.000000	0.014297
2300.000000	30.000000	0.014265
2400.000000	30.000000	0.014237
2500.000000	30.000000	0.014213
2600.000000	30.000000	0.014191
2700.000000	30.000000	0.014172
2800.000000	30.000000	0.014155
2900.000000	30.000000	0.014139
3000.000000	30.000000	0.014125
3100.000000	30.000000	0.014112
3200.000000	30.000000	0.014101
3300.000000	30.000000	0.014091
3400.000000	30.000000	0.014081
3500.000000	30.000000	0.014072
3600.000000	30.000000	0.014064
3700.000000	30.000000	0.014057
3800.000000	30.000000	0.014050
3900.000000	30.000000	0.014044
4000.000000	30.000000	0.014038
4100.000000	30.000000	0.014032
4200.000000	30.000000	0.014027
4300.000000	30.000000	0.014023
4400.000000	30.000000	0.014018
4500.000000	30.000000	0.014014
4600.000000	30.000000	0.014011
4700.000000	30.000000	0.014007
4800.000000	30.000000	0.014004
4900.000000	30.000000	0.014000
5000.000000	30.000000	0.013998
500.000000	40.000000	0.020563
600.000000	40.000000	0.016681
700.000000	40.000000	0.014337
800.000000	40.000000	0.012814
900.000000	40.000000	0.011770
1000.000000	40.000000	0.011022
1100.000000	40.000000	0.010469
1200.000000	40.000000	0.010048
1300.000000	40.000000	0.009721
